input:input:Bucket Sort: A total of 100 groups, data volume: 505000
83 group,  Data volume: 8300 1.518 ms  Data Accept.       Accuracy: 100.000%.
84 group,  Data volume: 8400 1.117 ms  Data Accept.       Accuracy: 100.000%.
85 group,  Data volume: 8500 1.047 ms  Data Accept.       Accuracy: 100.000%.
86 group,  Data volume: 8600 1.083 ms  Data Accept.       Accuracy: 100.000%.
87 group,  Data volume: 8700 1.081 ms  Data Accept.       Accuracy: 100.000%.
88 group,  Data volume: 8800 1.104 ms  Data Accept.       Accuracy: 100.000%.
89 group,  Data volume: 8900 1.092 ms  Data Accept.       Accuracy: 100.000%.
90 group,  Data volume: 9000 1.092 ms  Data Accept.       Accuracy: 100.000%.
91 group,  Data volume: 9100 1.190 ms  Data Accept.       Accuracy: 100.000%.
92 group,  Data volume: 9200 1.112 ms  Data Accept.       Accuracy: 100.000%.
93 group,  Data volume: 9300 1.731 ms  Data Accept.       Accuracy: 100.000%.
94 group,  Data volume: 9400 1.286 ms  Data Accept.       Accuracy: 100.000%.
95 group,  Data volume: 9500 1.699 ms  Data Accept.       Accuracy: 100.000%.
96 group,  Data volume: 9600 1.199 ms  Data Accept.       Accuracy: 100.000%.
97 group,  Data volume: 9700 1.176 ms  Data Accept.       Accuracy: 100.000%.
98 group,  Data volume: 9800 1.448 ms  Data Accept.       Accuracy: 100.000%.
99 group,  Data volume: 9900 1.173 ms  Data Accept.       Accuracy: 100.000%.
100 group,  Data volume: 10000 1.193 ms  Data Accept.       Accuracy: 100.000%.
101 group,  Data volume: 10100 1.199 ms  Data Accept.       Accuracy: 100.000%.
102 group,  Data volume: 10200 1.198 ms  Data Accept.       Accuracy: 100.000%.
Bucket Sort: A total of 103 groups, data volume: 535600
2026-05-15 22:49:00
1 group,  Data volume: 100 0.150 ms  Data Accept.       Accuracy: 100.000%.
2 group,  Data volume: 200 0.165 ms  Data Accept.       Accuracy: 100.000%.
3 group,  Data volume: 300 0.172 ms  Data Accept.       Accuracy: 100.000%.
4 group,  Data volume: 400 0.179 ms  Data Accept.       Accuracy: 100.000%.
5 group,  Data volume: 500 0.188 ms  Data Accept.       Accuracy: 100.000%.
6 group,  Data volume: 600 0.268 ms  Data Accept.       Accuracy: 100.000%.
7 group,  Data volume: 700 0.214 ms  Data Accept.       Accuracy: 100.000%.
8 group,  Data volume: 800 0.222 ms  Data Accept.       Accuracy: 100.000%.
9 group,  Data volume: 900 0.250 ms  Data Accept.       Accuracy: 100.000%.
10 group,  Data volume: 1000 0.742 ms  Data Accept.       Accuracy: 100.000%.
11 group,  Data volume: 1100 0.469 ms  Data Accept.       Accuracy: 100.000%.
12 group,  Data volume: 1200 0.281 ms  Data Accept.       Accuracy: 100.000%.
13 group,  Data volume: 1300 0.314 ms  Data Accept.       Accuracy: 100.000%.
14 group,  Data volume: 1400 0.434 ms  Data Accept.       Accuracy: 100.000%.
15 group,  Data volume: 1500 0.409 ms  Data Accept.       Accuracy: 100.000%.
16 group,  Data volume: 1600 0.628 ms  Data Accept.       Accuracy: 100.000%.
17 group,  Data volume: 1700 0.666 ms  Data Accept.       Accuracy: 100.000%.
18 group,  Data volume: 1800 0.367 ms  Data Accept.       Accuracy: 100.000%.
19 group,  Data volume: 1900 0.344 ms  Data Accept.       Accuracy: 100.000%.
20 group,  Data volume: 2000 0.403 ms  Data Accept.       Accuracy: 100.000%.
21 group,  Data volume: 2100 0.368 ms  Data Accept.       Accuracy: 100.000%.
22 group,  Data volume: 2200 0.373 ms  Data Accept.       Accuracy: 100.000%.
23 group,  Data volume: 2300 0.410 ms  Data Accept.       Accuracy: 100.000%.
24 group,  Data volume: 2400 0.383 ms  Data Accept.       Accuracy: 100.000%.
25 group,  Data volume: 2500 0.471 ms  Data Accept.       Accuracy: 100.000%.
